len, freq, err, condition, pred
3, 0.002, 0, age>51.5 & priors_count>1.5 & race_Other>0.5, 1
1, 0.404, 0.249993687028105, age<=28.5, 0.49748743718593
3, 0.059, 0.118906064209275, age<=28.5 & age>26.5 & priors_count<=2.5, 0.137931034482759
2, 0.095, 0.19013128112268, age<=24.5 & priors_count>0.5, 0.74468085106383
4, 0.006, 0, age>28.5 & priors_count<=2.5 & days_b_screening_arrest<=-19 & c_charge_degree_F<=0.5, 0
3, 0.002, 0, age>28.5 & days_b_screening_arrest>-19 & days_b_screening_arrest<=-14.5, 0
1, 0.596, 0.243336109954186, age>28.5, 0.418367346938776
1, 0.006, 0, days_b_screening_arrest>21.5, 1
2, 0.004, 0, priors_count>11.5 & sex_Male<=0.5, 0
3, 0.022, 0.0826446280991736, age<=36.5 & priors_count>11.5 & sex_Male>0.5, 0.909090909090909
2, 0.002, 0, age>36.5 & days_b_screening_arrest<=-29.5, 1
2, 0.014, 0.204081632653061, age<=22.5 & sex_Male<=0.5, 0.285714285714286
4, 0.008, 0, age>38.5 & priors_count<=1.5 & priors_count>0.5 & days_b_screening_arrest<=-1.5, 0
4, 0.002, 0, age>59.5 & priors_count<=1.5 & priors_count>0.5 & days_b_screening_arrest>-1.5, 1
2, 0.002, 0, age<=27.5 & race_Native_American>0.5, 0
1, 0.069, 0.207612456747405, days_b_screening_arrest<=-4.5, 0.294117647058824
4, 0.004, 0, priors_count>1.5 & priors_count<=5.5 & days_b_screening_arrest<=-5.5 & sex_Female>0.5, 0
2, 0.008, 0, age<=20.5 & c_charge_degree_M>0.5, 1
3, 0.008, 0, age>52.5 & priors_count<=2.5 & c_charge_degree_F>0.5, 0
2, 0.034, 0.145328719723183, age>36.5 & days_b_screening_arrest<=-3.5, 0.176470588235294
3, 0.018, 0.0987654320987654, age>36.5 & race_African_American>0.5 & sex_Male<=0.5, 0.111111111111111
3, 0.006, 0, priors_count<=1.5 & days_b_screening_arrest<=-8.5 & race_Hispanic>0.5, 0
1, 0.014, 0, days_b_screening_arrest>3.5, 1
3, 0.099, 0.174094127446897, age<=27.5 & priors_count>1.5 & days_b_screening_arrest<=-0.5, 0.775510204081633
2, 0.095, 0.217292892711634, race_African_American>0.5 & sex_Male<=0.5, 0.319148936170213
1, 0.083, 0.224866151100535, days_b_screening_arrest<=-3.5, 0.341463414634146
4, 0.016, 0.1875, age<=28.5 & priors_count<=3.5 & priors_count>1.5 & sex_Male<=0.5, 0.75
3, 0.008, 0, age>28.5 & days_b_screening_arrest<=-10.5 & race_Hispanic>0.5, 0
1, 0.01, 0, days_b_screening_arrest>8, 1
1, 0.746, 0.248936672967864, age<=39.5, 0.467391304347826
2, 0.012, 0, age<=39.5 & priors_count>14.5, 1
2, 0.01, 0, age<=39.5 & priors_count>15.5, 1
2, 0.018, 0, age>39.5 & days_b_screening_arrest<=-7.5, 0
1, 0.254, 0.24, age>39.5, 0.4
3, 0.002, 0, age>39.5 & priors_count<=21.5 & priors_count>19.5, 0
2, 0.006, 0, age<=60 & priors_count>21.5, 1
2, 0.002, 0, age>60 & priors_count>21.5, 0
4, 0.006, 0, age<=23.5 & priors_count<=1.5 & days_b_screening_arrest>-0.5 & sex_Male<=0.5, 0
2, 0.006, 0, priors_count<=0.5 & days_b_screening_arrest<=-3.5, 1
2, 0.416, 0.204973230220107, age>23.5 & priors_count<=1.5, 0.28780487804878
4, 0.008, 0, age>23.5 & priors_count<=1.5 & days_b_screening_arrest<=-8.5 & c_charge_degree_F<=0.5, 0
1, 0.519, 0.220458984375, priors_count<=1.5, 0.328125
4, 0.002, 0, age>59.5 & priors_count<=1.5 & priors_count>0.5 & days_b_screening_arrest>-8.5, 1
3, 0.01, 0, age<=21.5 & priors_count>1.5 & race_African_American>0.5, 1
1, 0.059, 0.199762187871581, days_b_screening_arrest<=-8.5, 0.275862068965517
2, 0.002, 0, age<=21.5 & sex_Female>0.5, 1
4, 0.014, 0, age<=28.5 & age>27.5 & priors_count<=3.5 & sex_Female>0.5, 0
2, 0.408, 0.226974579837133, age>28.5 & priors_count<=3.5, 0.348258706467662
1, 0.874, 0.249158865423851, age<=51.5, 0.470997679814385
2, 0.034, 0.145328719723183, age<=51.5 & priors_count>12.5, 0.823529411764706
1, 0.126, 0.212539021852237, age>51.5, 0.306451612903226
4, 0.006, 0, age>51.5 & priors_count>3.5 & c_charge_degree_F<=0.5 & race_Caucasian>0.5, 0
1, 0.647, 0.249290003046354, age<=35.5, 0.473354231974922
4, 0.002, 0, age<=35.5 & age>33.5 & priors_count<=0.5 & days_b_screening_arrest<=-1.5, 0
4, 0.008, 0, age<=35.5 & age>33.5 & priors_count<=0.5 & c_charge_degree_F<=0.5, 0
1, 0.353, 0.241544457656229, age>35.5, 0.408045977011494
2, 0.037, 0.138888888888889, age>52.5 & priors_count<=0.5, 0.166666666666667
4, 0.006, 0, age>35.5 & age<=38.5 & priors_count<=0.5 & days_b_screening_arrest>-0.5, 0
2, 0.101, 0.1716, priors_count<=0.5 & days_b_screening_arrest>-0.5, 0.22
3, 0.012, 0, age>49.5 & priors_count<=0.5 & days_b_screening_arrest>-0.5, 0
2, 0.002, 0, age<=31.5 & race_Native_American>0.5, 0
1, 0.008, 0, days_b_screening_arrest>17.5, 1
2, 0.006, 0, priors_count>12.5 & days_b_screening_arrest<=-8.5, 0
2, 0.049, 0.164930555555556, priors_count>12.5 & days_b_screening_arrest>-8.5, 0.791666666666667
1, 0.004, 0, days_b_screening_arrest>27.5, 1
4, 0.008, 0, age>28.5 & age<=39.5 & priors_count>0.5 & race_Other>0.5, 1
3, 0.004, 0, age>39.5 & age<=48.5 & race_Other>0.5, 0
3, 0.006, 0, age>39.5 & priors_count<=3.5 & race_Other>0.5, 0
1, 0.966, 0.248406715627427, age<=59.5, 0.460084033613445
3, 0.002, 0, age<=59.5 & age>57.5 & priors_count>3.5, 1
3, 0.012, 0, age>59.5 & age<=65.5 & priors_count<=12.5, 0
1, 0.89, 0.249054332428744, age<=52.5, 0.469248291571754
1, 0.01, 0, days_b_screening_arrest>14.5, 1
2, 0.006, 0, age>52.5 & days_b_screening_arrest<=-18, 0
3, 0.002, 0, age>65.5 & days_b_screening_arrest<=-3.5 & days_b_screening_arrest>-18, 1
3, 0.004, 0, age>52.5 & days_b_screening_arrest>-3.5 & days_b_screening_arrest<=-2.5, 0
3, 0.002, 0, age<=21.5 & priors_count>1.5 & days_b_screening_arrest<=-5.5, 0
1, 0.935, 0.245331049637448, age>21.5, 0.431670281995662
3, 0.205, 0.158807960003921, age>23.5 & priors_count<=1.5 & c_charge_degree_M>0.5, 0.198019801980198
3, 0.039, 0.132963988919668, age<=27.5 & days_b_screening_arrest>-0.5 & race_African_American<=0.5, 0.157894736842105
2, 0.028, 0.0663265306122449, age<=27.5 & priors_count>7.5, 0.928571428571429
2, 0.095, 0.217292892711634, race_African_American>0.5 & sex_Female>0.5, 0.319148936170213
1, 0.959, 0.248470247486915, age<=58.5, 0.460887949260042
3, 0.032, 0.05859375, age>35.5 & priors_count<=0.5 & days_b_screening_arrest>-0.5, 0.0625
2, 0.002, 0, priors_count<=0.5 & days_b_screening_arrest<=-5.5, 1
3, 0.02, 0, age>58.5 & priors_count<=0.5 & days_b_screening_arrest>-5.5, 0
1, 0.728, 0.249299741622117, age<=38.5, 0.473537604456825
4, 0.01, 0, age<=38.5 & age>37.5 & priors_count>0.5 & c_charge_degree_F>0.5, 1
2, 0.041, 0.1275, age>38.5 & days_b_screening_arrest<=-2.5, 0.15
4, 0.016, 0, age>38.5 & priors_count>0.5 & days_b_screening_arrest<=-2.5 & days_b_screening_arrest>-12.5, 0
1, 0.272, 0.23746936957006, age>38.5, 0.388059701492537
3, 0.059, 0.183115338882283, priors_count<=3.5 & days_b_screening_arrest<=-1.5 & race_African_American<=0.5, 0.241379310344828
1, 0.982, 0.246888019943993, age>20.5, 0.444214876033058
3, 0.006, 0, priors_count<=3.5 & days_b_screening_arrest<=-19.5 & c_charge_degree_F<=0.5, 0
2, 0.087, 0.151433207138994, c_charge_degree_F<=0.5 & sex_Female>0.5, 0.186046511627907
2, 0.002, 0, race_Other>0.5 & sex_Female>0.5, 0
3, 0.008, 0, age<=33.5 & priors_count>11.5 & priors_count<=13.5, 1
3, 0.004, 0, age<=33.5 & priors_count>13.5 & priors_count<=14.5, 0
2, 0.01, 0, age<=33.5 & priors_count>14.5, 1
1, 0.72, 0.235667526284467, priors_count<=3.5, 0.380281690140845
1, 0.819, 0.248799137339477, age<=45.5, 0.465346534653465
4, 0.002, 0, age>35.5 & priors_count>3.5 & priors_count<=4.5 & days_b_screening_arrest<=-8.5, 1
2, 0.014, 0, age>45.5 & days_b_screening_arrest<=-8.5, 0
2, 0.006, 0, age<=23.5 & priors_count>3.5, 1
1, 0.055, 0.208504801097394, priors_count>12.5, 0.703703703703704
1, 0.838, 0.248591479108162, age<=47.5, 0.462469733656174
3, 0.016, 0, age>47.5 & priors_count>0.5 & days_b_screening_arrest<=-4.5, 0
2, 0.004, 0, priors_count>7.5 & days_b_screening_arrest<=-14.5, 1
1, 0.649, 0.2490234375, priors_count>0.5, 0.53125
4, 0.002, 0, priors_count>1.5 & days_b_screening_arrest<=-4.5 & days_b_screening_arrest>-14.5 & sex_Male<=0.5, 0
2, 0.032, 0.1875, days_b_screening_arrest<=-4.5 & days_b_screening_arrest>-14.5, 0.25
1, 0.998, 0.247418038204772, age<=77.5, 0.449186991869919
1, 0.002, 0, age>77.5, 1
4, 0.022, 0, age>38.5 & age<=40.5 & priors_count<=3.5 & sex_Female<=0.5, 0
4, 0.004, 0, age>38.5 & age<=40.5 & priors_count<=5.5 & priors_count>3.5, 1
2, 0.004, 0, days_b_screening_arrest<=-26.5 & sex_Female>0.5, 0
1, 0.819, 0.240197039505931, priors_count<=5.5, 0.400990099009901
1, 0.197, 0.247847805292805, age<=24.5, 0.54639175257732
1, 0.803, 0.244637026833997, age>24.5, 0.426767676767677
3, 0.002, 0, age<=30.5 & priors_count>5.5 & days_b_screening_arrest<=-16, 1
3, 0.004, 0, age<=30.5 & priors_count>5.5 & days_b_screening_arrest<=-2.5, 1
2, 0.071, 0.16, age<=30.5 & priors_count>5.5, 0.8
1, 0.507, 0.244816, age>30.5, 0.428
2, 0.002, 0, priors_count<=20.5 & priors_count>19.5, 0
2, 0.01, 0, age<=60 & priors_count>20.5, 1
2, 0.002, 0, age>60 & priors_count>20.5, 0
2, 0.002, 0, priors_count<=2.5 & race_Native_American>0.5, 0
3, 0.002, 0, priors_count>2.5 & days_b_screening_arrest>-0.5 & race_Hispanic>0.5, 1
3, 0.01, 0, age>49.5 & priors_count>2.5 & sex_Female>0.5, 0
2, 0.01, 0, age>59.5 & age<=61.5, 0
2, 0.002, 0, age>61.5 & priors_count>2.5, 1
2, 0.004, 0, age<=38.5 & days_b_screening_arrest<=-27.5, 0
3, 0.002, 0, age>38.5 & priors_count<=8.5 & priors_count>7.5, 0
1, 0.992, 0.24769049978881, age<=69.5, 0.451942740286299
2, 0.002, 0, age>61.5 & priors_count>8.5, 1
3, 0.002, 0, age<=21.5 & priors_count<=0.5 & days_b_screening_arrest<=-2.5, 0
1, 0.065, 0.2021484375, age<=21.5, 0.71875
1, 0.866, 0.24914303264977, age<=50.5, 0.470725995316159
4, 0.002, 0, age<=50.5 & age>48.5 & priors_count<=0.5 & race_African_American>0.5, 0
1, 0.134, 0.216942148760331, age>50.5, 0.318181818181818
3, 0.004, 0, age>55.5 & priors_count<=0.5 & race_African_American>0.5, 0
1, 0.29, 0.247933884297521, age<=26.5, 0.545454545454545
3, 0.105, 0.177514792899408, age<=26.5 & priors_count>0.5 & race_African_American>0.5, 0.769230769230769
2, 0.012, 0.138888888888889, days_b_screening_arrest<=-19.5 & race_Caucasian>0.5, 0.166666666666667
1, 0.004, 0, days_b_screening_arrest>22.5, 1
1, 0.968, 0.24832878446264, age<=60.5, 0.459119496855346
3, 0.008, 0, age>52.5 & priors_count<=0.5 & sex_Female>0.5, 0
3, 0.006, 0, age>60.5 & age<=62.5 & priors_count<=0.5, 0
2, 0.004, 0, age>62.5 & age<=63.5, 0
3, 0.016, 0, age>60.5 & priors_count<=0.5 & days_b_screening_arrest>-3.5, 0
1, 0.243, 0.248263888888889, age<=25.5, 0.541666666666667
2, 0.128, 0.204081632653061, age<=25.5 & priors_count>0.5, 0.714285714285714
1, 0.757, 0.243745013620453, age>25.5, 0.420911528150134
3, 0.018, 0, age<=58.5 & age>46.5 & days_b_screening_arrest<=-1.5, 0
2, 0.004, 0, age>58.5 & days_b_screening_arrest<=-18.5, 0
4, 0.002, 0, age>58.5 & priors_count<=8.5 & days_b_screening_arrest<=-1.5 & days_b_screening_arrest>-18.5, 1
1, 0.931, 0.249002045746888, age<=55.5, 0.468409586056645
2, 0.004, 0, race_Native_American>0.5 & sex_Female<=0.5, 0
1, 0.069, 0.163494809688581, age>55.5, 0.205882352941176
3, 0.081, 0.1275, priors_count<=8.5 & c_charge_degree_M>0.5 & sex_Female>0.5, 0.15
2, 0.087, 0.151433207138994, c_charge_degree_M>0.5 & sex_Female>0.5, 0.186046511627907
2, 0.008, 0, age<=61.5 & age>60.5, 0
1, 1, 0.247530333389563, age>19.5, 0.450304259634888
3, 0.004, 0, priors_count<=7.5 & priors_count>5.5 & days_b_screening_arrest<=-14.5, 0
3, 0.004, 0, age<=49.5 & priors_count>7.5 & days_b_screening_arrest<=-4.5, 1
2, 0.006, 0, priors_count>12 & days_b_screening_arrest<=-4.5, 0
1, 0.337, 0.223544781535782, race_Caucasian>0.5, 0.337349397590361
3, 0.002, 0, age>51.5 & days_b_screening_arrest<=-4.5 & sex_Male<=0.5, 0
3, 0.014, 0, age>51.5 & race_Caucasian>0.5 & sex_Male<=0.5, 0
2, 0.049, 0.164930555555556, age>26.5 & days_b_screening_arrest<=-8.5, 0.208333333333333
2, 0.004, 0, race_Native_American>0.5 & sex_Male>0.5, 0
2, 0.181, 0.174220426713799, priors_count<=0.5 & c_charge_degree_F<=0.5, 0.224719101123595
2, 0.014, 0, age<=24.5 & priors_count>4.5, 1
3, 0.024, 0.138888888888889, age<=24.5 & age>23.5 & priors_count>0.5, 0.833333333333333
4, 0.01, 0, age>21.5 & age<=23.5 & c_charge_degree_F<=0.5 & sex_Male<=0.5, 0
2, 0.087, 0.151433207138994, c_charge_degree_F<=0.5 & sex_Male<=0.5, 0.186046511627907
1, 0.87, 0.242359039561837, priors_count<=7.5, 0.412587412587413
2, 0.002, 0, race_Other>0.5 & sex_Male<=0.5, 0
3, 0.006, 0, age<=30.5 & priors_count>7.5 & sex_Male<=0.5, 1
4, 0.004, 0, age<=35.5 & priors_count>7.5 & race_African_American<=0.5 & sex_Male<=0.5, 1
4, 0.006, 0, age>30.5 & priors_count>7.5 & race_African_American>0.5 & sex_Male<=0.5, 0
3, 0.006, 0, age>35.5 & priors_count>7.5 & days_b_screening_arrest<=-9, 0
3, 0.004, 0, age>35.5 & priors_count>7.5 & sex_Male<=0.5, 0
1, 0.83, 0.248743132812453, age<=46.5, 0.464547677261614
2, 0.008, 0, age>46.5 & days_b_screening_arrest<=-14.5, 0
3, 0.018, 0, age<=58.5 & age>45.5 & days_b_screening_arrest<=-1.5, 0
1, 0.041, 0.16, age>58.5, 0.2
3, 0.288, 0.216474905772664, age<=55.5 & priors_count>2.5 & days_b_screening_arrest>-1.5, 0.683098591549296
3, 0.002, 0, age>55.5 & age<=57.5 & priors_count>19.5, 1
4, 0.002, 0, age>57.5 & age<=59.5 & days_b_screening_arrest>-1.5 & sex_Male>0.5, 1
1, 0.199, 0.223344439816743, sex_Male<=0.5, 0.336734693877551
2, 0.004, 0, days_b_screening_arrest>-14.5 & days_b_screening_arrest<=-13.5, 0
2, 0.002, 0, priors_count<=3.5 & days_b_screening_arrest<=-26.5, 0
3, 0.006, 0, age>59.5 & age<=62.5 & priors_count<=0.5, 0
3, 0.016, 0, age>59.5 & priors_count<=0.5 & days_b_screening_arrest>-3.5, 0
2, 0.002, 0, days_b_screening_arrest<=-28.5 & race_Caucasian>0.5, 0
3, 0.002, 0, days_b_screening_arrest<=-19.5 & c_charge_degree_F<=0.5 & sex_Male<=0.5, 0
4, 0.002, 0, priors_count>7.5 & priors_count<=12.5 & days_b_screening_arrest<=-1.5 & sex_Male>0.5, 1
2, 0.008, 0, priors_count>12.5 & days_b_screening_arrest<=-1.5, 0
2, 0.012, 0.138888888888889, age>39.5 & age<=40.5, 0.166666666666667
3, 0.002, 0, age>39.5 & age<=40.5 & priors_count>7, 0
2, 0.018, 0, age>39.5 & days_b_screening_arrest<=-8.5, 0
2, 0.004, 0, priors_count<=20.5 & priors_count>18.5, 0
1, 0.771, 0.236592797783934, priors_count<=4.5, 0.384210526315789
3, 0.026, 0.177514792899408, priors_count<=4.5 & days_b_screening_arrest<=-6.5 & c_charge_degree_M<=0.5, 0.230769230769231
2, 0.006, 0, age<=23.5 & priors_count>4.5, 1
2, 0.006, 0, days_b_screening_arrest<=-20.5 & c_charge_degree_M>0.5, 0
3, 0.002, 0, age<=30.5 & days_b_screening_arrest<=-14.5 & c_charge_degree_M>0.5, 1
1, 0.998, 0.247418038204772, priors_count<=27.5, 0.449186991869919
3, 0.002, 0, age>39.5 & days_b_screening_arrest>-8.5 & days_b_screening_arrest<=-5.5, 1
1, 0.627, 0.249683183041652, age<=34.5, 0.482200647249191
2, 0.641, 0.234768066015062, age>25.5 & priors_count<=7.5, 0.376582278481013
1, 0.373, 0.239337192816635, age>34.5, 0.396739130434783
2, 0.063, 0.206035379812695, age>34.5 & days_b_screening_arrest<=-1.5, 0.290322580645161
4, 0.002, 0, age<=42 & priors_count>7.5 & days_b_screening_arrest<=-1.5 & sex_Female<=0.5, 1
3, 0.014, 0, age>42 & age<=54.5 & days_b_screening_arrest<=-1.5, 0
3, 0.008, 0, age>42 & priors_count>7.5 & days_b_screening_arrest<=-1.5, 0
3, 0.006, 0, age<=28.5 & days_b_screening_arrest<=-15 & sex_Female>0.5, 0
4, 0.002, 0, age>28.5 & days_b_screening_arrest<=-5.5 & race_Caucasian<=0.5 & sex_Female>0.5, 0
2, 0.002, 0, race_Native_American>0.5 & sex_Female>0.5, 1
3, 0.01, 0, age>51.5 & priors_count<=1.5 & sex_Female>0.5, 0
3, 0.014, 0, age>51.5 & race_Caucasian>0.5 & sex_Female>0.5, 0
3, 0.004, 0, age<=48.5 & priors_count>7.5 & days_b_screening_arrest<=-7, 1
3, 0.006, 0, age>48.5 & priors_count>7.5 & days_b_screening_arrest<=-7, 0
4, 0.002, 0, priors_count>7.5 & days_b_screening_arrest>-7 & race_Caucasian>0.5 & sex_Female>0.5, 1
2, 0.002, 0, priors_count<=0.5 & days_b_screening_arrest<=-4.5, 1
2, 0.316, 0.196745562130178, age>21.5 & priors_count<=0.5, 0.269230769230769
2, 0.049, 0.1875, age>35.5 & days_b_screening_arrest<=-2.5, 0.25
2, 0.002, 0, days_b_screening_arrest<=-28.5 & race_Other<=0.5, 0
2, 0.002, 0, days_b_screening_arrest<=-28.5 & race_Other>0.5, 1
2, 0.002, 0, days_b_screening_arrest>-28.5 & days_b_screening_arrest<=-26.5, 0
